0
1,s0 -> s0
2,s1 -> s0
3,s2 -> s0
4,s3 -> s0
5,s4 -> s0
6,s0 -> s1
7,s1 -> s1
8,s2 -> s1
9,s3 -> s1
10,s4 -> s1
11,s0 -> s2
12,s1 -> s2
13,s2 -> s2
14,s3 -> s2
15,s4 -> s2
16,s0 -> s3
17,s1 -> s3
18,s2 -> s3
19,s3 -> s3
20,s4 -> s3
21,s0 -> s4
22,s1 -> s4
23,s2 -> s4
24,s3 -> s4
25,s4 -> s4
737,s1 -> s2,s3 -> s0,s0 -> s0
738,s2 -> s2,s3 -> s0,s0 -> s0
739,s3 -> s2,s3 -> s0,s0 -> s0
740,s4 -> s2,s3 -> s0,s0 -> s0
741,s0 -> s3,s3 -> s0,s0 -> s0
742,s1 -> s3,s3 -> s0,s0 -> s0
743,s2 -> s3,s3 -> s0,s0 -> s0
744,s3 -> s3,s3 -> s0,s0 -> s0
745,s4 -> s3,s3 -> s0,s0 -> s0
746,s0 -> s4,s3 -> s0,s0 -> s0
747,s1 -> s4,s3 -> s0,s0 -> s0
748,s2 -> s4,s3 -> s0,s0 -> s0
749,s3 -> s4,s3 -> s0,s0 -> s0
750,s4 -> s4,s3 -> s0,s0 -> s0
751,s0 -> s0,s4 -> s0,s0 -> s0
752,s1 -> s0,s4 -> s0,s0 -> s0
753,s2 -> s0,s4 -> s0,s0 -> s0
754,s3 -> s0,s4 -> s0,s0 -> s0
755,s4 -> s0,s4 -> s0,s0 -> s0
756,s0 -> s1,s4 -> s0,s0 -> s0
757,s1 -> s1,s4 -> s0,s0 -> s0
758,s2 -> s1,s4 -> s0,s0 -> s0
759,s3 -> s1,s4 -> s0,s0 -> s0
760,s4 -> s1,s4 -> s0,s0 -> s0
761,s0 -> s2,s4 -> s0,s0 -> s0
762,s1 -> s2,s4 -> s0,s0 -> s0
763,s2 -> s2,s4 -> s0,s0 -> s0
764,s3 -> s2,s4 -> s0,s0 -> s0
765,s4 -> s2,s4 -> s0,s0 -> s0
766,s0 -> s3,s4 -> s0,s0 -> s0
767,s1 -> s3,s4 -> s0,s0 -> s0
768,s2 -> s3,s4 -> s0,s0 -> s0
769,s3 -> s3,s4 -> s0,s0 -> s0
770,s4 -> s3,s4 -> s0,s0 -> s0
771,s0 -> s4,s4 -> s0,s0 -> s0
772,s1 -> s4,s4 -> s0,s0 -> s0
773,s2 -> s4,s4 -> s0,s0 -> s0
774,s3 -> s4,s4 -> s0,s0 -> s0
775,s4 -> s4,s4 -> s0,s0 -> s0
776,s0 -> s0,s0 -> s1,s0 -> s0
777,s1 -> s0,s0 -> s1,s0 -> s0
778,s2 -> s0,s0 -> s1,s0 -> s0
779,s3 -> s0,s0 -> s1,s0 -> s0
780,s4 -> s0,s0 -> s1,s0 -> s0
781,s0 -> s1,s0 -> s1,s0 -> s0
782,s1 -> s1,s0 -> s1,s0 -> s0
783,s2 -> s1,s0 -> s1,s0 -> s0
784,s3 -> s1,s0 -> s1,s0 -> s0
785,s4 -> s1,s0 -> s1,s0 -> s0
786,s0 -> s2,s0 -> s1,s0 -> s0
787,s1 -> s2,s0 -> s1,s0 -> s0
788,s2 -> s2,s0 -> s1,s0 -> s0
789,s3 -> s2,s0 -> s1,s0 -> s0
790,s4 -> s2,s0 -> s1,s0 -> s0
791,s0 -> s3,s0 -> s1,s0 -> s0
792,s1 -> s3,s0 -> s1,s0 -> s0
793,s2 -> s3,s0 -> s1,s0 -> s0
794,s3 -> s3,s0 -> s1,s0 -> s0
795,s4 -> s3,s0 -> s1,s0 -> s0
796,s0 -> s4,s0 -> s1,s0 -> s0
797,s1 -> s4,s0 -> s1,s0 -> s0
798,s2 -> s4,s0 -> s1,s0 -> s0
799,s3 -> s4,s0 -> s1,s0 -> s0
800,s4 -> s4,s0 -> s1,s0 -> s0
801,s0 -> s0,s1 -> s1,s0 -> s0
802,s1 -> s0,s1 -> s1,s0 -> s0
803,s2 -> s0,s1 -> s1,s0 -> s0
804,s3 -> s0,s1 -> s1,s0 -> s0
805,s4 -> s0,s1 -> s1,s0 -> s0
806,s0 -> s1,s1 -> s1,s0 -> s0
807,s1 -> s1,s1 -> s1,s0 -> s0
808,s2 -> s1,s1 -> s1,s0 -> s0
809,s3 -> s1,s1 -> s1,s0 -> s0
810,s4 -> s1,s1 -> s1,s0 -> s0
811,s0 -> s2,s1 -> s1,s0 -> s0
812,s1 -> s2,s1 -> s1,s0 -> s0
813,s2 -> s2,s1 -> s1,s0 -> s0
814,s3 -> s2,s1 -> s1,s0 -> s0
815,s4 -> s2,s1 -> s1,s0 -> s0
816,s0 -> s3,s1 -> s1,s0 -> s0
817,s1 -> s3,s1 -> s1,s0 -> s0
818,s2 -> s3,s1 -> s1,s0 -> s0
819,s3 -> s3,s1 -> s1,s0 -> s0
820,s4 -> s3,s1 -> s1,s0 -> s0
821,s0 -> s4,s1 -> s1,s0 -> s0
822,s1 -> s4,s1 -> s1,s0 -> s0
823,s2 -> s4,s1 -> s1,s0 -> s0
824,s3 -> s4,s1 -> s1,s0 -> s0
825,s4 -> s4,s1 -> s1,s0 -> s0
826,s0 -> s0,s2 -> s1,s0 -> s0
827,s1 -> s0,s2 -> s1,s0 -> s0
828,s2 -> s0,s2 -> s1,s0 -> s0
829,s3 -> s0,s2 -> s1,s0 -> s0
830,s4 -> s0,s2 -> s1,s0 -> s0
831,s0 -> s1,s2 -> s1,s0 -> s0
832,s1 -> s1,s2 -> s1,s0 -> s0
833,s2 -> s1,s2 -> s1,s0 -> s0
834,s3 -> s1,s2 -> s1,s0 -> s0
835,s4 -> s1,s2 -> s1,s0 -> s0
836,s0 -> s2,s2 -> s1,s0 -> s0
837,s1 -> s2,s2 -> s1,s0 -> s0
838,s2 -> s2,s2 -> s1,s0 -> s0
839,s3 -> s2,s2 -> s1,s0 -> s0
840,s4 -> s2,s2 -> s1,s0 -> s0
841,s0 -> s3,s2 -> s1,s0 -> s0
842,s1 -> s3,s2 -> s1,s0 -> s0
843,s2 -> s3,s2 -> s1,s0 -> s0
844,s3 -> s3,s2 -> s1,s0 -> s0
845,s4 -> s3,s2 -> s1,s0 -> s0
846,s0 -> s4,s2 -> s1,s0 -> s0
847,s1 -> s4,s2 -> s1,s0 -> s0
848,s2 -> s4,s2 -> s1,s0 -> s0
849,s3 -> s4,s2 -> s1,s0 -> s0
850,s4 -> s4,s2 -> s1,s0 -> s0
851,s0 -> s0,s3 -> s1,s0 -> s0
852,s1 -> s0,s3 -> s1,s0 -> s0
853,s2 -> s0,s3 -> s1,s0 -> s0
854,s3 -> s0,s3 -> s1,s0 -> s0
855,s4 -> s0,s3 -> s1,s0 -> s0
856,s0 -> s1,s3 -> s1,s0 -> s0
857,s1 -> s1,s3 -> s1,s0 -> s0
858,s2 -> s1,s3 -> s1,s0 -> s0
859,s3 -> s1,s3 -> s1,s0 -> s0
860,s4 -> s1,s3 -> s1,s0 -> s0
861,s0 -> s2,s3 -> s1,s0 -> s0
862,s1 -> s2,s3 -> s1,s0 -> s0
863,s2 -> s2,s3 -> s1,s0 -> s0
864,s3 -> s2,s3 -> s1,s0 -> s0
865,s4 -> s2,s3 -> s1,s0 -> s0
866,s0 -> s3,s3 -> s1,s0 -> s0
867,s1 -> s3,s3 -> s1,s0 -> s0
868,s2 -> s3,s3 -> s1,s0 -> s0
869,s3 -> s3,s3 -> s1,s0 -> s0
870,s4 -> s3,s3 -> s1,s0 -> s0
871,s0 -> s4,s3 -> s1,s0 -> s0
872,s1 -> s4,s3 -> s1,s0 -> s0
873,s2 -> s4,s3 -> s1,s0 -> s0
874,s3 -> s4,s3 -> s1,s0 -> s0
875,s4 -> s4,s3 -> s1,s0 -> s0
876,s0 -> s0,s4 -> s1,s0 -> s0
877,s1 -> s0,s4 -> s1,s0 -> s0
878,s2 -> s0,s4 -> s1,s0 -> s0
879,s3 -> s0,s4 -> s1,s0 -> s0
880,s4 -> s0,s4 -> s1,s0 -> s0
881,s0 -> s1,s4 -> s1,s0 -> s0
882,s1 -> s1,s4 -> s1,s0 -> s0
883,s2 -> s1,s4 -> s1,s0 -> s0
884,s3 -> s1,s4 -> s1,s0 -> s0
885,s4 -> s1,s4 -> s1,s0 -> s0
886,s0 -> s2,s4 -> s1,s0 -> s0
887,s1 -> s2,s4 -> s1,s0 -> s0
888,s2 -> s2,s4 -> s1,s0 -> s0
889,s3 -> s2,s4 -> s1,s0 -> s0
890,s4 -> s2,s4 -> s1,s0 -> s0
891,s0 -> s3,s4 -> s1,s0 -> s0
892,s1 -> s3,s4 -> s1,s0 -> s0
893,s2 -> s3,s4 -> s1,s0 -> s0
894,s3 -> s3,s4 -> s1,s0 -> s0
895,s4 -> s3,s4 -> s1,s0 -> s0
896,s0 -> s4,s4 -> s1,s0 -> s0
897,s1 -> s4,s4 -> s1,s0 -> s0
898,s2 -> s4,s4 -> s1,s0 -> s0
899,s3 -> s4,s4 -> s1,s0 -> s0
900,s4 -> s4,s4 -> s1,s0 -> s0
901,s0 -> s0,s0 -> s2,s0 -> s0
902,s1 -> s0,s0 -> s2,s0 -> s0
903,s2 -> s0,s0 -> s2,s0 -> s0
904,s3 -> s0,s0 -> s2,s0 -> s0
905,s4 -> s0,s0 -> s2,s0 -> s0
906,s0 -> s1,s0 -> s2,s0 -> s0
907,s1 -> s1,s0 -> s2,s0 -> s0
908,s2 -> s1,s0 -> s2,s0 -> s0
909,s3 -> s1,s0 -> s2,s0 -> s0
910,s4 -> s1,s0 -> s2,s0 -> s0
911,s0 -> s2,s0 -> s2,s0 -> s0
912,s1 -> s2,s0 -> s2,s0 -> s0
913,s2 -> s2,s0 -> s2,s0 -> s0
914,s3 -> s2,s0 -> s2,s0 -> s0
915,s4 -> s2,s0 -> s2,s0 -> s0
916,s0 -> s3,s0 -> s2,s0 -> s0
917,s1 -> s3,s0 -> s2,s0 -> s0
918,s2 -> s3,s0 -> s2,s0 -> s0
919,s3 -> s3,s0 -> s2,s0 -> s0
920,s4 -> s3,s0 -> s2,s0 -> s0
921,s0 -> s4,s0 -> s2,s0 -> s0
922,s1 -> s4,s0 -> s2,s0 -> s0
923,s2 -> s4,s0 -> s2,s0 -> s0
924,s3 -> s4,s0 -> s2,s0 -> s0
925,s4 -> s4,s0 -> s2,s0 -> s0
926,s0 -> s0,s1 -> s2,s0 -> s0
927,s1 -> s0,s1 -> s2,s0 -> s0
928,s2 -> s0,s1 -> s2,s0 -> s0
929,s3 -> s0,s1 -> s2,s0 -> s0
930,s4 -> s0,s1 -> s2,s0 -> s0
931,s0 -> s1,s1 -> s2,s0 -> s0
932,s1 -> s1,s1 -> s2,s0 -> s0
933,s2 -> s1,s1 -> s2,s0 -> s0
934,s3 -> s1,s1 -> s2,s0 -> s0
935,s4 -> s1,s1 -> s2,s0 -> s0
936,s0 -> s2,s1 -> s2,s0 -> s0
937,s1 -> s2,s1 -> s2,s0 -> s0
938,s2 -> s2,s1 -> s2,s0 -> s0
939,s3 -> s2,s1 -> s2,s0 -> s0
940,s4 -> s2,s1 -> s2,s0 -> s0
941,s0 -> s3,s1 -> s2,s0 -> s0
942,s1 -> s3,s1 -> s2,s0 -> s0
943,s2 -> s3,s1 -> s2,s0 -> s0
944,s3 -> s3,s1 -> s2,s0 -> s0
945,s4 -> s3,s1 -> s2,s0 -> s0
946,s0 -> s4,s1 -> s2,s0 -> s0
947,s1 -> s4,s1 -> s2,s0 -> s0
948,s2 -> s4,s1 -> s2,s0 -> s0
949,s3 -> s4,s1 -> s2,s0 -> s0
950,s4 -> s4,s1 -> s2,s0 -> s0
951,s0 -> s0,s2 -> s2,s0 -> s0
952,s1 -> s0,s2 -> s2,s0 -> s0
953,s2 -> s0,s2 -> s2,s0 -> s0
954,s3 -> s0,s2 -> s2,s0 -> s0
955,s4 -> s0,s2 -> s2,s0 -> s0
956,s0 -> s1,s2 -> s2,s0 -> s0
957,s1 -> s1,s2 -> s2,s0 -> s0
958,s2 -> s1,s2 -> s2,s0 -> s0
959,s3 -> s1,s2 -> s2,s0 -> s0
960,s4 -> s1,s2 -> s2,s0 -> s0
961,s0 -> s2,s2 -> s2,s0 -> s0
962,s1 -> s2,s2 -> s2,s0 -> s0
963,s2 -> s2,s2 -> s2,s0 -> s0
964,s3 -> s2,s2 -> s2,s0 -> s0
965,s4 -> s2,s2 -> s2,s0 -> s0
966,s0 -> s3,s2 -> s2,s0 -> s0
967,s1 -> s3,s2 -> s2,s0 -> s0
968,s2 -> s3,s2 -> s2,s0 -> s0
969,s3 -> s3,s2 -> s2,s0 -> s0
970,s4 -> s3,s2 -> s2,s0 -> s0
971,s0 -> s4,s2 -> s2,s0 -> s0
972,s1 -> s4,s2 -> s2,s0 -> s0
973,s2 -> s4,s2 -> s2,s0 -> s0
974,s3 -> s4,s2 -> s2,s0 -> s0
975,s4 -> s4,s2 -> s2,s0 -> s0
976,s0 -> s0,s3 -> s2,s0 -> s0
977,s1 -> s0,s3 -> s2,s0 -> s0
978,s2 -> s0,s3 -> s2,s0 -> s0
979,s3 -> s0,s3 -> s2,s0 -> s0
980,s4 -> s0,s3 -> s2,s0 -> s0
981,s0 -> s1,s3 -> s2,s0 -> s0
982,s1 -> s1,s3 -> s2,s0 -> s0
983,s2 -> s1,s3 -> s2,s0 -> s0
984,s3 -> s1,s3 -> s2,s0 -> s0
985,s4 -> s1,s3 -> s2,s0 -> s0
986,s0 -> s2,s3 -> s2,s0 -> s0
987,s1 -> s2,s3 -> s2,s0 -> s0
988,s2 -> s2,s3 -> s2,s0 -> s0
989,s3 -> s2,s3 -> s2,s0 -> s0
990,s4 -> s2,s3 -> s2,s0 -> s0
991,s0 -> s3,s3 -> s2,s0 -> s0
992,s1 -> s3,s3 -> s2,s0 -> s0
993,s2 -> s3,s3 -> s2,s0 -> s0
994,s3 -> s3,s3 -> s2,s0 -> s0
995,s4 -> s3,s3 -> s2,s0 -> s0
996,s0 -> s4,s3 -> s2,s0 -> s0
997,s1 -> s4,s3 -> s2,s0 -> s0
998,s2 -> s4,s3 -> s2,s0 -> s0
999,s3 -> s4,s3 -> s2,s0 -> s0
1000,s4 -> s4,s3 -> s2,s0 -> s0
1001,s0 -> s0,s4 -> s2,s0 -> s0
1002,s1 -> s0,s4 -> s2,s0 -> s0
1003,s2 -> s0,s4 -> s2,s0 -> s0
1004,s3 -> s0,s4 -> s2,s0 -> s0
1005,s4 -> s0,s4 -> s2,s0 -> s0
1006,s0 -> s1,s4 -> s2,s0 -> s0
1007,s1 -> s1,s4 -> s2,s0 -> s0
1008,s2 -> s1,s4 -> s2,s0 -> s0
1009,s3 -> s1,s4 -> s2,s0 -> s0
1010,s4 -> s1,s4 -> s2,s0 -> s0
1011,s0 -> s2,s4 -> s2,s0 -> s0
1012,s1 -> s2,s4 -> s2,s0 -> s0
1013,s2 -> s2,s4 -> s2,s0 -> s0
1014,s3 -> s2,s4 -> s2,s0 -> s0
1015,s4 -> s2,s4 -> s2,s0 -> s0
1016,s0 -> s3,s4 -> s2,s0 -> s0
1017,s1 -> s3,s4 -> s2,s0 -> s0
1018,s2 -> s3,s4 -> s2,s0 -> s0
1019,s3 -> s3,s4 -> s2,s0 -> s0
1020,s4 -> s3,s4 -> s2,s0 -> s0
1021,s0 -> s4,s4 -> s2,s0 -> s0
1022,s1 -> s4,s4 -> s2,s0 -> s0
1023,s2 -> s4,s4 -> s2,s0 -> s0
1024,s3 -> s4,s4 -> s2,s0 -> s0
1025,s4 -> s4,s4 -> s2,s0 -> s0
1026,s0 -> s0,s0 -> s3,s0 -> s0
1027,s1 -> s0,s0 -> s3,s0 -> s0
1028,s2 -> s0,s0 -> s3,s0 -> s0
1029,s3 -> s0,s0 -> s3,s0 -> s0
1030,s4 -> s0,s0 -> s3,s0 -> s0
1031,s0 -> s1,s0 -> s3,s0 -> s0
1032,s1 -> s1,s0 -> s3,s0 -> s0
1033,s2 -> s1,s0 -> s3,s0 -> s0
1034,s3 -> s1,s0 -> s3,s0 -> s0
1035,s4 -> s1,s0 -> s3,s0 -> s0
1036,s0 -> s2,s0 -> s3,s0 -> s0
1037,s1 -> s2,s0 -> s3,s0 -> s0
1038,s2 -> s2,s0 -> s3,s0 -> s0
1039,s3 -> s2,s0 -> s3,s0 -> s0
1040,s4 -> s2,s0 -> s3,s0 -> s0
1041,s0 -> s3,s0 -> s3,s0 -> s0
1042,s1 -> s3,s0 -> s3,s0 -> s0
1043,s2 -> s3,s0 -> s3,s0 -> s0
1044,s3 -> s3,s0 -> s3,s0 -> s0
1045,s4 -> s3,s0 -> s3,s0 -> s0
1046,s0 -> s4,s0 -> s3,s0 -> s0
1047,s1 -> s4,s0 -> s3,s0 -> s0
1048,s2 -> s4,s0 -> s3,s0 -> s0
1049,s3 -> s4,s0 -> s3,s0 -> s0
1050,s4 -> s4,s0 -> s3,s0 -> s0
1051,s0 -> s0,s1 -> s3,s0 -> s0
1052,s1 -> s0,s1 -> s3,s0 -> s0
1053,s2 -> s0,s1 -> s3,s0 -> s0
1054,s3 -> s0,s1 -> s3,s0 -> s0
1055,s4 -> s0,s1 -> s3,s0 -> s0
1056,s0 -> s1,s1 -> s3,s0 -> s0
1057,s1 -> s1,s1 -> s3,s0 -> s0
1058,s2 -> s1,s1 -> s3,s0 -> s0
1059,s3 -> s1,s1 -> s3,s0 -> s0
1060,s4 -> s1,s1 -> s3,s0 -> s0
1061,s0 -> s2,s1 -> s3,s0 -> s0
1062,s1 -> s2,s1 -> s3,s0 -> s0
1063,s2 -> s2,s1 -> s3,s0 -> s0
1064,s3 -> s2,s1 -> s3,s0 -> s0
1065,s4 -> s2,s1 -> s3,s0 -> s0
1066,s0 -> s3,s1 -> s3,s0 -> s0
1067,s1 -> s3,s1 -> s3,s0 -> s0
1068,s2 -> s3,s1 -> s3,s0 -> s0
1069,s3 -> s3,s1 -> s3,s0 -> s0
1070,s4 -> s3,s1 -> s3,s0 -> s0
1071,s0 -> s4,s1 -> s3,s0 -> s0
1072,s1 -> s4,s1 -> s3,s0 -> s0
1073,s2 -> s4,s1 -> s3,s0 -> s0
1074,s3 -> s4,s1 -> s3,s0 -> s0
1075,s4 -> s4,s1 -> s3,s0 -> s0
1076,s0 -> s0,s2 -> s3,s0 -> s0
1077,s1 -> s0,s2 -> s3,s0 -> s0
1078,s2 -> s0,s2 -> s3,s0 -> s0
1079,s3 -> s0,s2 -> s3,s0 -> s0
1080,s4 -> s0,s2 -> s3,s0 -> s0
1081,s0 -> s1,s2 -> s3,s0 -> s0
1082,s1 -> s1,s2 -> s3,s0 -> s0
1083,s2 -> s1,s2 -> s3,s0 -> s0
1084,s3 -> s1,s2 -> s3,s0 -> s0
1085,s4 -> s1,s2 -> s3,s0 -> s0
1086,s0 -> s2,s2 -> s3,s0 -> s0
1087,s1 -> s2,s2 -> s3,s0 -> s0
1088,s2 -> s2,s2 -> s3,s0 -> s0
1089,s3 -> s2,s2 -> s3,s0 -> s0
1090,s4 -> s2,s2 -> s3,s0 -> s0
1091,s0 -> s3,s2 -> s3,s0 -> s0
1092,s1 -> s3,s2 -> s3,s0 -> s0
1093,s2 -> s3,s2 -> s3,s0 -> s0
1094,s3 -> s3,s2 -> s3,s0 -> s0
1095,s4 -> s3,s2 -> s3,s0 -> s0
1096,s0 -> s4,s2 -> s3,s0 -> s0
1097,s1 -> s4,s2 -> s3,s0 -> s0
1098,s2 -> s4,s2 -> s3,s0 -> s0
1099,s3 -> s4,s2 -> s3,s0 -> s0
1100,s4 -> s4,s2 -> s3,s0 -> s0
1101,s0 -> s0,s3 -> s3,s0 -> s0
1102,s1 -> s0,s3 -> s3,s0 -> s0
1103,s2 -> s0,s3 -> s3,s0 -> s0
1104,s3 -> s0,s3 -> s3,s0 -> s0
1105,s4 -> s0,s3 -> s3,s0 -> s0
1106,s0 -> s1,s3 -> s3,s0 -> s0
1107,s1 -> s1,s3 -> s3,s0 -> s0
1108,s2 -> s1,s3 -> s3,s0 -> s0
1109,s3 -> s1,s3 -> s3,s0 -> s0
1110,s4 -> s1,s3 -> s3,s0 -> s0
1111,s0 -> s2,s3 -> s3,s0 -> s0
1112,s1 -> s2,s3 -> s3,s0 -> s0
1113,s2 -> s2,s3 -> s3,s0 -> s0
1114,s3 -> s2,s3 -> s3,s0 -> s0
1115,s4 -> s2,s3 -> s3,s0 -> s0
1116,s0 -> s3,s3 -> s3,s0 -> s0
1117,s1 -> s3,s3 -> s3,s0 -> s0
1118,s2 -> s3,s3 -> s3,s0 -> s0
1119,s3 -> s3,s3 -> s3,s0 -> s0
1120,s4 -> s3,s3 -> s3,s0 -> s0
1121,s0 -> s4,s3 -> s3,s0 -> s0
1122,s1 -> s4,s3 -> s3,s0 -> s0
1123,s2 -> s4,s3 -> s3,s0 -> s0
1124,s3 -> s4,s3 -> s3,s0 -> s0
1125,s4 -> s4,s3 -> s3,s0 -> s0
1126,s0 -> s0,s4 -> s3,s0 -> s0
1127,s1 -> s0,s4 -> s3,s0 -> s0
1128,s2 -> s0,s4 -> s3,s0 -> s0
1129,s3 -> s0,s4 -> s3,s0 -> s0
1130,s4 -> s0,s4 -> s3,s0 -> s0
1131,s0 -> s1,s4 -> s3,s0 -> s0
1132,s1 -> s1,s4 -> s3,s0 -> s0
1133,s2 -> s1,s4 -> s3,s0 -> s0
1134,s3 -> s1,s4 -> s3,s0 -> s0
1135,s4 -> s1,s4 -> s3,s0 -> s0
1136,s0 -> s2,s4 -> s3,s0 -> s0
1137,s1 -> s2,s4 -> s3,s0 -> s0
1138,s2 -> s2,s4 -> s3,s0 -> s0
1139,s3 -> s2,s4 -> s3,s0 -> s0
1140,s4 -> s2,s4 -> s3,s0 -> s0
1141,s0 -> s3,s4 -> s3,s0 -> s0
1142,s1 -> s3,s4 -> s3,s0 -> s0
1143,s2 -> s3,s4 -> s3,s0 -> s0
1144,s3 -> s3,s4 -> s3,s0 -> s0
1145,s4 -> s3,s4 -> s3,s0 -> s0
1146,s0 -> s4,s4 -> s3,s0 -> s0
1147,s1 -> s4,s4 -> s3,s0 -> s0
1148,s2 -> s4,s4 -> s3,s0 -> s0
1149,s3 -> s4,s4 -> s3,s0 -> s0
1150,s4 -> s4,s4 -> s3,s0 -> s0
1151,s0 -> s0,s0 -> s4,s0 -> s0
1152,s1 -> s0,s0 -> s4,s0 -> s0
1153,s2 -> s0,s0 -> s4,s0 -> s0
1154,s3 -> s0,s0 -> s4,s0 -> s0
1155,s4 -> s0,s0 -> s4,s0 -> s0
1156,s0 -> s1,s0 -> s4,s0 -> s0
1157,s1 -> s1,s0 -> s4,s0 -> s0
1158,s2 -> s1,s0 -> s4,s0 -> s0
1159,s3 -> s1,s0 -> s4,s0 -> s0
1160,s4 -> s1,s0 -> s4,s0 -> s0
1161,s0 -> s2,s0 -> s4,s0 -> s0
1162,s1 -> s2,s0 -> s4,s0 -> s0
1163,s2 -> s2,s0 -> s4,s0 -> s0
1164,s3 -> s2,s0 -> s4,s0 -> s0
1165,s4 -> s2,s0 -> s4,s0 -> s0
1166,s0 -> s3,s0 -> s4,s0 -> s0
1167,s1 -> s3,s0 -> s4,s0 -> s0
1168,s2 -> s3,s0 -> s4,s0 -> s0
1169,s3 -> s3,s0 -> s4,s0 -> s0
1170,s4 -> s3,s0 -> s4,s0 -> s0
1171,s0 -> s4,s0 -> s4,s0 -> s0
1172,s1 -> s4,s0 -> s4,s0 -> s0
1173,s2 -> s4,s0 -> s4,s0 -> s0
1174,s3 -> s4,s0 -> s4,s0 -> s0
1175,s4 -> s4,s0 -> s4,s0 -> s0
1176,s0 -> s0,s1 -> s4,s0 -> s0
1177,s1 -> s0,s1 -> s4,s0 -> s0
1178,s2 -> s0,s1 -> s4,s0 -> s0
1179,s3 -> s0,s1 -> s4,s0 -> s0
1180,s4 -> s0,s1 -> s4,s0 -> s0
1181,s0 -> s1,s1 -> s4,s0 -> s0
1182,s1 -> s1,s1 -> s4,s0 -> s0
1183,s2 -> s1,s1 -> s4,s0 -> s0
1184,s3 -> s1,s1 -> s4,s0 -> s0
1185,s4 -> s1,s1 -> s4,s0 -> s0
1186,s0 -> s2,s1 -> s4,s0 -> s0
1187,s1 -> s2,s1 -> s4,s0 -> s0
1188,s2 -> s2,s1 -> s4,s0 -> s0
1189,s3 -> s2,s1 -> s4,s0 -> s0
1190,s4 -> s2,s1 -> s4,s0 -> s0
1191,s0 -> s3,s1 -> s4,s0 -> s0
1192,s1 -> s3,s1 -> s4,s0 -> s0
1193,s2 -> s3,s1 -> s4,s0 -> s0
1194,s3 -> s3,s1 -> s4,s0 -> s0
1195,s4 -> s3,s1 -> s4,s0 -> s0
1196,s0 -> s4,s1 -> s4,s0 -> s0
1197,s1 -> s4,s1 -> s4,s0 -> s0
1198,s2 -> s4,s1 -> s4,s0 -> s0
1199,s3 -> s4,s1 -> s4,s0 -> s0
1200,s4 -> s4,s1 -> s4,s0 -> s0
1201,s0 -> s0,s2 -> s4,s0 -> s0
1202,s1 -> s0,s2 -> s4,s0 -> s0
1203,s2 -> s0,s2 -> s4,s0 -> s0
1204,s3 -> s0,s2 -> s4,s0 -> s0
1205,s4 -> s0,s2 -> s4,s0 -> s0
1206,s0 -> s1,s2 -> s4,s0 -> s0
1207,s1 -> s1,s2 -> s4,s0 -> s0
1208,s2 -> s1,s2 -> s4,s0 -> s0
1209,s3 -> s1,s2 -> s4,s0 -> s0
1210,s4 -> s1,s2 -> s4,s0 -> s0
1211,s0 -> s2,s2 -> s4,s0 -> s0
1212,s1 -> s2,s2 -> s4,s0 -> s0
1213,s2 -> s2,s2 -> s4,s0 -> s0
1214,s3 -> s2,s2 -> s4,s0 -> s0
1215,s4 -> s2,s2 -> s4,s0 -> s0
1216,s0 -> s3,s2 -> s4,s0 -> s0
1217,s1 -> s3,s2 -> s4,s0 -> s0
1218,s2 -> s3,s2 -> s4,s0 -> s0
1219,s3 -> s3,s2 -> s4,s0 -> s0
1220,s4 -> s3,s2 -> s4,s0 -> s0
1221,s0 -> s4,s2 -> s4,s0 -> s0
1222,s1 -> s4,s2 -> s4,s0 -> s0
1223,s2 -> s4,s2 -> s4,s0 -> s0
1224,s3 -> s4,s2 -> s4,s0 -> s0
1225,s4 -> s4,s2 -> s4,s0 -> s0
1226,s0 -> s0,s3 -> s4,s0 -> s0
1227,s1 -> s0,s3 -> s4,s0 -> s0
1228,s2 -> s0,s3 -> s4,s0 -> s0
1229,s3 -> s0,s3 -> s4,s0 -> s0
1230,s4 -> s0,s3 -> s4,s0 -> s0
1231,s0 -> s1,s3 -> s4,s0 -> s0
1232,s1 -> s1,s3 -> s4,s0 -> s0
1233,s2 -> s1,s3 -> s4,s0 -> s0
1234,s3 -> s1,s3 -> s4,s0 -> s0
1235,s4 -> s1,s3 -> s4,s0 -> s0
1236,s0 -> s2,s3 -> s4,s0 -> s0
1237,s1 -> s2,s3 -> s4,s0 -> s0
1238,s2 -> s2,s3 -> s4,s0 -> s0
1239,s3 -> s2,s3 -> s4,s0 -> s0
1240,s4 -> s2,s3 -> s4,s0 -> s0
1241,s0 -> s3,s3 -> s4,s0 -> s0
1242,s1 -> s3,s3 -> s4,s0 -> s0
1243,s2 -> s3,s3 -> s4,s0 -> s0
1244,s3 -> s3,s3 -> s4,s0 -> s0
1245,s4 -> s3,s3 -> s4,s0 -> s0
1246,s0 -> s4,s3 -> s4,s0 -> s0
1247,s1 -> s4,s3 -> s4,s0 -> s0
1248,s2 -> s4,s3 -> s4,s0 -> s0
1249,s3 -> s4,s3 -> s4,s0 -> s0
1250,s4 -> s4,s3 -> s4,s0 -> s0
1251,s0 -> s0,s4 -> s4,s0 -> s0
1252,s1 -> s0,s4 -> s4,s0 -> s0
1253,s2 -> s0,s4 -> s4,s0 -> s0
1254,s3 -> s0,s4 -> s4,s0 -> s0
